LISTINO METEL       BTI109918601552014  2014010120140616BTICINO LIST.2014RR Agg.Giu14                                        020                                                 
LEG31AXB400G       8009561224469P31-Deriv. T discesa var. piano 400x50 gp  00001000010000199999930000140378800001403788000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXB500G       8009561218352P31-Deriv. T discesa var. piano 500x50 gp  00001000010000199999930000171595200001715952000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXB600G       8009561218147P31-Deriv. T discesa var. piano 600x50 gp  000010000100001999999A0000194912800001949128000100EURPCE0620140101FC                LG2-101-4-19      
LEG31AXC075F       8009561312463P31-Deriv. T discesa var. piano 75x75 gr   00002000020000299999930000054248100000542481000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC075G       8009561214781P31-Deriv. T discesa var. piano 75x75 gp   00002000020000299999930000054248100000542481000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC100G       8009561214545P31-Deriv. T discesa var. piano 100x75 gp  00002000020000299999930000060148800000601488000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC150F       8009561312494P31-Deriv. T discesa var. piano 150x75 gr  00002000020000299999930000065954200000659542000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC150G       8009561213609P31-Deriv. T discesa var. piano 150x75 gp  00002000020000299999930000065954200000659542000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC200G       8009561213548P31-Deriv. T discesa var. piano 200x75 gp  00002000020000299999930000071093700000710937000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC300F       8009561312524P31-Deriv. T discesa var. piano 300x75 gr  00001000010000199999930000082704300000827043000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC400G       8009561218598P31-Deriv. T discesa var. piano 400x75 gp  00001000010000199999930000147707100001477071000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC500G       8009561218277P31-Deriv. T discesa var. piano 500x75 gp  00001000010000199999930000180636800001806368000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXC600G       8009561218062P31-Deriv. T discesa var. piano 600x75 gp  000010000100001999999A0000205191000002051910000100EURPCE0620140101FC                LG2-101-4-19      
LEG31AXD100G       8009561252318P31-Deriv. T discesa var. piano 100x100 gp 00001000010000199999930000061956800000619568000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXD150G       8009561252295P31-Deriv. T discesa var. piano 150x100 gp 00001000010000199999930000067952800000679528000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXD200G       8009561252271P31-Deriv. T discesa var. piano 200x100 gp 00001000010000199999930000074520100000745201000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXD300G       8009561252257P31-Deriv. T discesa var. piano 300x100 gp 00001000010000199999930000086987300000869873000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXD400G       8009561252233P31-Deriv. T discesa var. piano 400x100 gp 00001000010000199999930000155225900001552259000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AXD500G       8009561295452P31-Deriv. T discesa var. piano 500x100 gp 00001000010000199999930000189678000001896780000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AYB050G       8009561222656P31-Curva sx var. piano discesa 50x50 gp   00004000040000499999930000035119100000351191000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AYB100G       8009561219991P31-Curva sx var. piano discesa 100x50 gp  00004000040000499999930000045968200000459682000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AYB150G       8009561220355P31-Curva sx var. piano discesa 150x50 gp  00002000020000299999930000054153000000541530000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AMC150F       8009561311619P31-Curva in salita 90? 150x75 gr          00004000040000499999930000036069800000360698000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AMD200G       8009561251342P31-Curva in salita 90? 200x100 gp         00001000010000199999930000043019400000430194000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AMD300G       8009561251311P31-Curva in salita 90? 300x100 gp         00001000010000199999930000055484900000554849000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AMC300F       8009561311640P31-Curva in salita 90? 300x75 gr          00002000020000299999930000053962600000539626000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB150G       8009561223479P31-Curva in salita 45? 150x50 gp          00002000020000299999930000035024200000350242000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB100G       8009561223530P31-Curva in salita 45? 100x50 gp          00004000040000499999930000029788300000297883000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB300G       8009561223653P31-Curva in salita 45? 300x50 gp          00002000020000299999930000052249800000522498000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB400G       8009561249394P31-Curva in salita 45? 400x50 gp          00001000010000199999930000060148800000601488000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB500G       8009561219533P31-Curva in salita 45? 500x50 gp          00001000010000199999930000070617700000706177000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANB600G       8009561219472P31-Curva in salita 45? 600x50 gp          000010000100001999999A0000081182100000811821000100EURPCE0620140101FC                LG2-101-4-19      
LEG31ANC075F       8009561311671P31-Curva in salita 45? 75x75 gr           00004000040000499999930000028932600000289326000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ANC150F       8009561311701P31-Curva in salita 45? 150x75 gr          00002000020000299999930000036070200000360702000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AAB050G       8009561249257P31-Curva in discesa a S 50x50 gp          00004000040000499999930000027124200000271242000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB100G       8009561221277P31-Deriv. T salita var. piano 100x50 gp   00001000010000199999930000061861700000618617000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB150G       8009561221192P31-Deriv. T salita var. piano 150x50 gp   00001000010000199999930000067477200000674772000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB200G       8009561221147P31-Deriv. T salita var. piano 200x50 gp   00001000010000199999930000071474300000714743000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB300G       8009561220973P31-Deriv. T salita var. piano 300x50 gp   00001000010000199999930000083085400000830854000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB400G       8009561228221P31-Deriv. T salita var. piano 400x50 gp   00001000010000199999930000152846800001528468000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB500G       8009561218321P31-Deriv. T salita var. piano 500x50 gp   00001000010000199999930000185205200001852052000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADB600G       8009561218086P31-Deriv. T salita var. piano 600x50 gp   000010000100001999999A0000213756400002137564000100EURPCE0620140101FC                LG2-101-4-19      
LEG31ADC075F       8009561310582P31-Deriv. T salita var. piano 75x75 gr    00001000010000199999930000057008100000570081000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC075G       8009561226487P31-Deriv. T salita var. piano 75x75 gp    00001000010000199999930000057008100000570081000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC100G       8009561213814P31-Deriv. T salita var. piano 100x75 gp   00001000010000199999930000063669900000636699000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC150F       8009561310605P31-Deriv. T salita var. piano 150x75 gr   00001000010000199999930000069571100000695711000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC150G       8009561213470P31-Deriv. T salita var. piano 150x75 gp   00001000010000199999930000069571100000695711000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC200G       8009561213432P31-Deriv. T salita var. piano 200x75 gp   00001000010000199999930000075281200000752812000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC300F       8009561310629P31-Deriv. T salita var. piano 300x75 gr   00001000010000199999930000087367800000873678000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC300G       8009561213319P31-Deriv. T salita var. piano 300x75 gp   00001000010000199999930000087367700000873677000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC400G       8009561218567P31-Deriv. T salita var. piano 400x75 gp   00001000010000199999930000160840500001608405000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC500G       8009561218246P31-Deriv. T salita var. piano 500x75 gp   00001000010000199999930000195007700001950077000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADC600G       8009561218048P31-Deriv. T salita var. piano 600x75 gp   000010000100001999999A0000224986500002249865000100EURPCE0620140101FC                LG2-101-4-19      
LEG31ADD100G       8009561252813P31-Deriv. T salita var. piano 100x100 gp  00001000010000199999930000065572800000655728000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADD150G       8009561252790P31-Deriv. T salita var. piano 150x100 gp  00001000010000199999930000071664800000716648000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADD200G       8009561252776P31-Deriv. T salita var. piano 200x100 gp  00001000010000199999930000078993200000789932000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADD300G       8009561252752P31-Deriv. T salita var. piano 300x100 gp  00001000010000199999930000091745700000917457000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADD400G       8009561252738P31-Deriv. T salita var. piano 400x100 gp  00001000010000199999930000168930600001689306000100EURPCE0320140101FC                LG2-101-4-19      
LEG31ADD500G       8009561292369P31-Deriv. T salita var. piano 500x100 gp  00001000010000199999930000204715300002047153000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AEC075F       8009561310643P31-Curva in salita 30? 75x75 gr           00002000020000299999930000028932600000289326000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AEC150F       8009561310674P31-Curva in salita 30? 150x75 gr          00002000020000299999930000036070200000360702000100EURPCE0320140101FC                LG2-101-4-19      
LEG31AEC300F       8009561310704P31-Curva in salita 30? 75x75 gr           00002000020000299999930000053962600000539626000100EURPCE0320140101FC                LG2-101-4-19      
LEG31C1B050G       8009561213296P31-Base chiusa liscia L=1m 50x50 gp       00012000120001299999930000009079300000090793000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C075F       8009561312708P31-Base chiusa liscia L=1m 75x75 gr       00012000120001299999930000012835200000128352000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C075G       8009561210448P31-Base chiusa liscia L=1m 75x75 gp       00012000120001299999930000012835100000128351000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C100G       8009561210363P31-Base chiusa liscia L=1m 100x75 gp      00008000080000899999930000016044000000160440000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C150F       8009561312739P31-Base chiusa liscia L=1m 150x75 gr      00008000080000899999930000018874900000188749000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C150G       8009561210240P31-Base chiusa liscia L=1m 150x75 gp      00008000080000899999930000018875300000188753000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C200G       8009561210004P31-Base chiusa liscia L=1m 200x75 gp      00004000040000499999930000023216400000232164000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C1C300F       8009561312760P31-Base chiusa liscia L=1m 300x75 gr      00004000040000499999930000032276300000322763000100EURLM 0320140101FC                LG2-101-4-19      
LEG31C2B050G       8009561210202P31-Base chiusa liscia L=2m 50x50 gp       00024000240002499999930000008059600000080596000100EURLM 0320140101FC                LG2-101-4-19      
